tag,country,province,lat,lng
920,Russia,Altayskiy Kray,53.355,83.745
921,Iran,Sīstān va Balūchestān,29.5,60.83
922,Afghanistan,Nangarhār,34.4415,70.4361
924,Peru,Lambayeque,-6.7629,-79.8366
925,Mexico,Sonora,29.0989,-110.9541
927,Iraq,Bābil,32.4721,44.4217
929,Iran,Gīlān,37.3,49.63
930,Japan,Nagano,36.65,138.17
931,Vietnam,Nghệ An,18.7,105.68
932,Nigeria,Ogun,7.1604,3.35
933,Turkey,Kayseri,38.735,35.49
934,Indonesia,Kalimantan Timur,-0.5,117.15
937,Russia,Primorskiy Kray,43.13,131.91
938,Russia,Irkutskaya Oblast’,52.32,104.245
940,Malawi,Blantyre,-15.79,34.9899
945,Russia,Khabarovskiy Kray,48.455,135.12
946,Mexico,Veracruz,19.1773,-96.16
947,Congo (Kinshasa),Tshopo,0.52,25.22
948,Iran,Kermān,30.3,57.08
949,Iran,Āz̄arbāyjān-e Gharbī,37.53,45.0
951,Guatemala,Quetzaltenango,14.83,-91.52
955,Malaysia,Sarawak,1.53,110.33
957,Japan,Niigata,37.92,139.04
958,Colombia,Risaralda,4.8104,-75.68
961,Côte D’Ivoire,Vallée du Bandama,7.69,-5.03
970,Cuba,Santiago de Cuba,20.025,-75.8213
972,Japan,Kagoshima,31.586,130.5611
974,Russia,Dagestan,42.98,47.5
976,Nigeria,Akwa Ibom,5.008,7.85
977,United Kingdom,"Bristol, City of",51.45,-2.5833
981,Japan,Ishikawa,36.56,136.64
982,Russia,Orenburgskaya Oblast’,51.78,55.11
984,Saudi Arabia,Tabūk,28.3838,36.555
994,Mexico,Quintana Roo,21.17,-86.83
996,Russia,Kemerovskaya Oblast’,53.75,87.115
997,Syria,Al Lādhiqīyah,35.54,35.78
999,Sweden,Västra Götaland,57.75,12.0
1000,Japan,Shiga,35.0064,135.8674
1001,Russia,Tomskaya Oblast’,56.495,84.975
1003,Japan,Ehime,33.8455,132.7658
1004,France,Normandie,49.4304,1.08
1006,Mexico,Oaxaca,17.0827,-96.6699
1007,Mozambique,Sofala,-19.82,34.87
1009,Lebanon,Liban-Nord,34.42,35.87
1010,Iran,Hamadān,34.796,48.515
1012,Malaysia,Sabah,5.98,116.11
1016,Russia,Ryazanskaya Oblast’,54.62,39.72
1019,Russia,Tyumenskaya Oblast’,57.14,65.53
1020,Russia,Lipetskaya Oblast’,52.62,39.64
1022,Turkey,Eskişehir,39.795,30.53
1023,Indonesia,Aceh,5.55,95.32
1025,Argentina,Salta,-24.7834,-65.4166
1026,Russia,Penzenskaya Oblast’,53.18,45.0
1027,Algeria,Blida,36.4203,2.83
1028,Ukraine,Mykolayivs’ka Oblast’,46.9677,31.9843
1029,Iraq,Karbalā’,32.6149,44.0245
1030,Egypt,As Suways,30.005,32.5499
1034,Malaysia,Kelantan,6.12,102.23
1036,United Kingdom,"Edinburgh, City of",55.9483,-3.2191
1037,Mexico,Tlaxcala,19.32,-98.23
1039,Iran,Markazī,34.0804,49.7
1042,Taiwan,Pingtung,22.6817,120.4817
1043,Algeria,Annaba,36.92,7.76
1045,United Kingdom,Brighton and Hove,50.8303,-0.17
1046,Russia,Astrakhanskaya Oblast’,46.3487,48.055
1047,United Kingdom,Bradford,53.8,-1.75
1048,Italy,Puglia,41.1142,16.8728
1049,Egypt,Al Buḩayrah,31.0504,30.47
1050,Egypt,Al Minyā,28.09,30.75
1052,Taiwan,Keelung,25.1333,121.7333
1053,Paraguay,Central,-25.34,-57.52
1055,Taiwan,Chiayi,23.4755,120.4351
1056,Vietnam,Thái Nguyên,21.6,105.83
1057,Nigeria,Anambra,6.2104,7.07
1060,Japan,Mie,34.7171,136.5167
1061,Indonesia,Nusa Tenggara Barat,-8.5795,116.135
1065,Uzbekistan,Qashqadaryo,39.0618,66.8315
1067,Syria,Rīf Dimashq,33.5833,36.4
1068,Tanzania,Mwanza,-2.52,32.93
1071,Sudan,Red Sea,19.6158,37.2164
1073,Russia,Tul’skaya Oblast’,54.2,37.6299
1074,Egypt,Banī Suwayf,29.0804,31.09
1077,Italy,Emilia-Romagna,44.5004,11.34
1083,US,Kansas,37.6897,-97.3441
1084,Nigeria,Osun,7.4804,4.56
1088,US,Iowa,41.5725,-93.6105
1089,Mexico,Chiapas,16.75,-93.15
1090,Afghanistan,Herāt,34.33,62.17
1091,Belarus,Homyel’skaya Voblasts’,52.43,31.0
1095,Czechia,Moravskoslezský Kraj ,49.8304,18.25
1096,Iran,Yazd,31.9201,54.37
1099,Ethiopia,Oromīya,8.55,39.27
1107,Turkey,Kocaeli,40.775999999999996,29.9306
1110,Philippines,Iligan,8.1712,124.2154
1111,Iran,Qazvīn,36.27,50.0
1112,Nigeria,Cross River,4.9604,8.33
1113,Turkey,Malatya,38.3704,38.3
1115,Iran,Hormozgān,27.2041,56.2721
1117,Syria,Ḩamāh,35.1503,36.73
1119,Peru,Loreto,-3.75,-73.25
1120,Afghanistan,Balkh,36.7,67.1
1121,United Kingdom,Leicester,52.63,-1.1332
1122,Russia,Kirovskaya Oblast’,58.5901,49.67
1124,Mexico,Durango,24.0311,-104.67
1125,Indonesia,Jambi,-1.59,103.61
1128,Tunisia,Sfax,34.75,10.72
1129,United Kingdom,Sunderland,54.92,-1.38
1131,Ukraine,Luhans’ka Oblast’,48.5698,39.3344
1132,Indonesia,Sulawesi Utara,1.48,124.85
1133,Kazakhstan,Qaraghandy,49.885,73.115
1134,Iraq,Dhī Qār,31.0429,46.2676
1137,United Kingdom,Belfast,54.6,-5.96
1138,Turkey,Şanlıurfa,37.17,38.795
1141,Algeria,Chlef,36.1704,1.32
1142,Japan,Ōita,33.2432,131.5979
1143,Philippines,Baguio,16.43,120.5699
1144,Argentina,San Juan,-31.55,-68.52
1145,Russia,Chuvashiya,56.13,47.25
1146,Nigeria,Ekiti,7.6304,5.22
1149,Cameroon,North-West,5.96,10.15
1151,Japan,Tokushima,34.0674,134.5525
1152,US,Arkansas,34.7255,-92.35799999999999
1154,United Kingdom,Portsmouth,50.8003,-1.08
1159,Japan,Wakayama,34.2231,135.1677
1160,France,Grand Est,48.58,7.75
1162,Burma,Mon State,16.5004,97.67
1163,Venezuela,Táchira,7.77,-72.25
1164,France,Pays de la Loire,47.2104,-1.59
1165,Tajikistan,Sughd,40.29,69.6199
1168,Cameroon,Nord,9.3,13.39
1169,Congo (Kinshasa),Sud-Kivu,-2.51,28.84
1171,Japan,Nagasaki,32.765,129.885
1172,"Korea, South",Gyeongbuk,36.0209,129.3715
1173,Russia,Kaliningradskaya Oblast’,54.7,20.4973
1176,Jamaica,Saint Catherine,17.9833,-76.95
1178,Argentina,San Luis,-33.3,-66.35
1179,Nigeria,Katsina,12.9904,7.6
1181,Colombia,Magdalena,11.2472,-74.2017
1182,Mexico,Tabasco,18.0,-92.9
1183,Russia,Bryanskaya Oblast’,53.26,34.43
1184,United Kingdom,Bournemouth,50.73,-1.9
1185,Indonesia,Bengkulu,-3.8,102.27
1190,Philippines,Batangas,13.7817,121.0217
1192,Colombia,Tolima,4.4389,-75.2322
1193,Russia,Ivanovskaya Oblast’,57.01,41.01
1194,Turkey,Erzurum,39.9204,41.29
1196,Egypt,Asyūţ,27.19,31.1799
1197,Congo (Kinshasa),Lualaba,-10.7167,25.4724
1203,United Kingdom,Redcar and Cleveland,54.5804,-1.23
1205,Iran,Ardabīl,38.25,48.3
1207,Japan,Gifu,35.4231,136.7628
1208,Peru,Junín,-12.08,-75.2
1209,Vietnam,Khánh Hòa,12.25,109.17
1210,Venezuela,Monagas,9.75,-63.17
1212,Russia,Kurskaya Oblast’,51.74,36.19
1213,Morocco,Oriental,34.69,-1.91
1216,"Korea, South",Jeju,33.5101,126.5219
1220,Poland,Zachodniopomorskie,53.4204,14.53
1224,Spain,Murcia,37.98,-1.13
1225,Egypt,Al Gharbīyah,30.7904,31.0
1226,Zambia,Copperbelt,-12.81,28.22
1228,Tanzania,Zanzibar Urban/West,-6.16,39.2
1231,Philippines,Pasay,14.5504,121.0
1233,Uganda,Mbale,1.0904,34.17
1235,Sudan,Kassala,15.46,36.39
1236,"Korea, North",P’yŏngnam,39.4236,125.939
1237,Russia,Tverskaya Oblast’,56.86,35.89
1240,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,61.2599,73.425
1243,Saudi Arabia,Al Qaşīm,26.3664,43.9628
1244,Ukraine,Khmel’nyts’ka Oblast’,49.4249,27.0015
1245,Netherlands,Noord-Brabant,51.43,5.5
1246,Thailand,Chiang Mai,18.8,98.98
1247,Peru,Piura,-5.21,-80.63
1254,Kenya,Kisumu,-0.09,34.75
1257,Sudan,North Kordofan,13.1833,30.2167
1258,Sudan,South Darfur,12.06,24.89
1261,Kyrgyzstan,Osh,40.5404,72.79
1262,United Kingdom,Stoke-on-Trent,53.0004,-2.18
1268,Thailand,Samut Prakan,13.6069,100.6115
1270,Mozambique,Nampula,-15.136,39.293
1273,Czechia,Jihomoravský Kraj,49.2004,16.61
1274,United Kingdom,Coventry,52.4204,-1.5
1275,Costa Rica,Alajuela,10.02,-84.23
1276,Philippines,Iloilo,10.705,122.545
1278,Argentina,Chaco,-27.46,-58.99
1281,Libya,Mişrātah,32.38,15.1
1282,Saudi Arabia,Ḩā’il,27.5236,41.7001
1283,US,Idaho,43.6007,-116.2312
1284,Algeria,Bejaïa,36.7604,5.07
1285,United Kingdom,Southampton,50.9,-1.4
1287,Colombia,Nariño,1.2136,-77.2811
1293,Spain,Galicia,42.22,-8.73
1294,Spain,Canary Islands,28.1,-15.43
1300,Turkey,Kahramanmaraş,37.61,36.945
1301,Colombia,Caldas,5.06,-75.52
1302,Spain,Balearic Islands,39.5743,2.6542
1304,India,Meghālaya,25.5705,91.88
1305,Iran,Lorestān,33.4804,48.35
1306,Colombia,Meta,4.1533,-73.635
1308,Lithuania,Kauno Miestas,54.9504,23.88
1313,Malaysia,Negeri Sembilan,2.7105,101.94
1314,Turkey,Denizli,37.7704,29.08
1315,Turkey,Van,38.4954,43.4
1320,United Kingdom,Reading,51.47,-0.98
1321,Saudi Arabia,Najrān,17.5065,44.1316
1322,Belarus,Mahilyowskaya Voblasts’,53.8985,30.3247
1327,Poland,Kujawsko-Pomorskie,53.1204,18.01
1328,Malaysia,Pahang,3.83,103.32
1329,Indonesia,Gorontalo,0.55,123.07
1330,Kenya,Nakuru,-0.28,36.07
1331,Russia,North Ossetia,43.0504,44.67
1333,New Zealand,Canterbury,-43.535,172.63
1334,Russia,Stavropol’skiy Kray,45.05,41.98
1338,Peru,Cusco,-13.525,-71.9722
1339,Ghana,Northern,9.4004,-0.84
1340,Russia,Buryatiya,51.825,107.625
1341,Burkina Faso,Hauts-Bassins,11.18,-4.29
1342,Poland,Lubelskie,51.2504,22.5727
1343,Canada,Nova Scotia,44.65,-63.6
1345,Malaysia,Kedah,5.6497,100.4793
1346,Iraq,Al Qādisīyah,31.9889,44.924
1347,Kazakhstan,Zhambyl,42.9,71.365
1349,Iran,Zanjān,36.67,48.5
1351,Japan,Fukushima,37.0553,140.89
1352,Paraguay,Itapúa,-27.3472,-55.8739
1353,Argentina,Misiones,-27.3578,-55.8851
1355,Vietnam,Cà Mau,9.1774,105.15
1358,Russia,Arkhangel’skaya Oblast’,64.575,40.545
1360,Indonesia,Maluku,-3.7167,128.2
1363,Argentina,Santiago del Estero,-27.7833,-64.2667
1364,Japan,Ibaraki,36.3704,140.48
1366,Kenya,Uasin Gishu,0.52,35.27
1368,Colombia,Huila,2.931,-75.3302
1370,Ukraine,Vinnyts’ka Oblast’,49.2254,28.4816
1371,Taiwan,Hualien,23.9837,121.6
1372,Malaysia,Terengganu,5.3304,103.12
1373,Vietnam,An Giang,10.3804,105.42
1374,Vietnam,Phú Thọ,21.3304,105.43
1378,Vietnam,Đắk Lắk,12.667,108.05
1379,Peru,Ancash,-9.07,-78.57
1383,Iran,Kordestān,35.3,47.02
1384,Austria,Oberösterreich,48.3192,14.2888
1385,Cuba,Camagüey,21.3808,-77.9169
1386,Italy,Veneto,45.4404,10.99
1389,Venezuela,Mérida,8.4,-71.13
1391,Russia,Belgorodskaya Oblast’,50.63,36.5999
1392,Sudan,White Nile,13.17,32.66
1393,Iraq,Maysān,31.8416,47.1512
1394,Japan,Gunma,36.3927,139.0727
1396,Russia,Kurganskaya Oblast’,55.46,65.345
1398,Belarus,Vitsyebskaya Voblasts’,55.1887,30.1853
1400,"Korea, South",Jeonnam,34.7368,127.7458
1402,Puerto Rico,Puerto Rico,18.4037,-66.0636
1406,Tanzania,Arusha,-3.36,36.67
1407,Argentina,Corrientes,-27.49,-58.81
1409,Bulgaria,Plovdiv,42.153999999999996,24.754
1415,Russia,Kaluzhskaya Oblast’,54.5204,36.27
1417,US,Mississippi,32.3163,-90.2124
1418,"Korea, North",Hwangnam,37.964,126.5644
1420,Japan,Saitama,35.9177,139.4911
1422,Vietnam,Bình Thuận,10.9337,108.1001
1425,Spain,Asturias,43.53,-5.67
1427,Japan,Kōchi,33.5624,133.5375
1431,Thailand,Nakhon Ratchasima,15.0,102.1
1432,Russia,Orlovskaya Oblast’,52.97,36.07
1433,Japan,Kagawa,34.3447,134.0448
1436,Congo (Kinshasa),Nord-Kivu,0.4904,29.45
1437,Japan,Toyama,36.7,137.23
1439,Sudan,Al Gazira,14.4,33.52
1444,Bangladesh,Mymensingh,24.7504,90.38
1447,"Korea, North",Kangwŏn,39.1605,127.4308
1448,Kazakhstan,Pavlodar,52.3,76.95
1455,Tunisia,Sousse,35.83,10.625
1457,Romania,Iaşi,47.1683,27.5749
1459,Iran,Khorāsān-e Jonūbī,32.88,59.2199
1461,Russia,Mariy-El,56.6354,47.8749
1462,Japan,Miyazaki,31.9182,131.4184
1465,Spain,Castille-Leon,41.65,-4.75
1467,Iraq,Wāsiţ,32.4907,45.8304
1469,Russia,Smolenskaya Oblast’,54.7827,32.0473
1471,Paraguay,Alto Paraná,-25.5167,-54.6161
1473,Russia,Moskovskaya Oblast’,55.3804,37.5299
1474,Ukraine,Khersons’ka Oblast’,46.6325,32.6007
1477,Philippines,Albay,13.17,123.75
1478,Japan,Akita,39.71,140.09
1479,Cameroon,Extrême-Nord,10.5956,14.3247
1481,Mexico,Hidalgo,20.1704,-98.73
1482,Uzbekistan,Buxoro,39.78,64.43
1483,Russia,Murmanskaya Oblast’,68.97,33.1
1485,Cuba,Holguín,20.8872,-76.2631
1486,Kazakhstan,Shyghys Qazaqstan,49.99,82.6149
1487,Mexico,Nayarit,21.5054,-104.88
1488,Russia,Vladimirskaya Oblast’,56.13,40.4099
1490,Thailand,Songkhla,6.9964,100.4714
1491,Ukraine,Poltavs’ka Oblast’,49.574,34.5703
1492,Venezuela,Sucre,10.45,-64.18
1493,Belarus,Hrodzyenskaya Voblasts’,53.6779,23.8341
1495,Egypt,Al Fayyūm,29.31,30.84
1496,Romania,Cluj,46.7884,23.5984
1497,Nigeria,Bauchi,10.3104,9.84
1501,Venezuela,Vargas,10.6004,-66.97
1502,Colombia,Quindío,4.5343,-75.6811
1503,Romania,Timiş,45.7588,21.2234
1504,Italy,Abruzzo,42.4554,14.2187
1506,Philippines,Angeles,15.1451,120.5451
1508,Egypt,Aswān,24.0875,32.8989
1509,Bulgaria,Varna,43.2156,27.8953
1510,Germany,Rhineland-Palatinate,50.3505,7.6
1511,Russia,Vologodskaya Oblast’,59.1404,37.91
1512,Tajikistan,Khatlon,37.8373,68.7713
1514,Romania,Galaţi,45.4559,28.0459
1515,Romania,Braşov,45.6475,25.6072
1517,Peru,Ucayali,-8.3689,-74.535
1518,Chile,Antofagasta,-23.65,-70.4
1523,Syria,Dayr az Zawr,35.3304,40.13
1524,Russia,Zabaykal’skiy Kray,52.055,113.465
1525,Colombia,Cesar,10.48,-73.25
1528,Russia,Kabardino-Balkariya,43.4981,43.6179
1529,Ukraine,Chernihivs’ka Oblast’,51.5049,31.3015
1535,Brazil,Rondônia,-8.75,-63.9
1536,Argentina,Jujuy,-24.1833,-65.3
1537,Turkey,Hatay,36.2304,36.12
1540,Philippines,Olongapo,14.8296,120.2828
1541,Romania,Dolj,44.3263,23.8259
1543,Venezuela,Miranda,10.42,-67.02
1544,Romania,Constanţa,44.2027,28.61
1545,Russia,Mordoviya,54.1704,45.18
1547,Azerbaijan,Gəncə,40.685,46.35
1553,United Kingdom,"Kingston upon Hull, City of",53.7504,-0.33
1554,Turkey,Batman,37.8904,41.14
1555,Egypt,Qinā,26.1505,32.72
1557,Uganda,Jinja,0.4404,33.1999
1559,Russia,Tambovskaya Oblast’,52.73,41.43
1561,Belarus,Brestskaya Voblasts’,52.1,23.7
1564,Vietnam,Kiến Giang,10.0154,105.0914
1565,Vietnam,Sóc Trăng,9.6037,105.98
1566,Kazakhstan,Qyzylorda,44.8,65.465
1567,Mauritius,Plaines Wilhems,-20.3162,57.5166
1568,"Korea, North",Chagang,40.9732,126.6032
1569,Iraq,Diyālá,33.7476,44.6573
1570,Egypt,Dumyāţ,31.4204,31.82
1575,Japan,Aomori,40.825,140.71
1576,Ukraine,Chernivets’ka Oblast’,48.3053,25.9216
1578,Ukraine,Cherkas’ka Oblast’,49.4347,32.0709
1579,US,New Jersey,40.2236,-74.7641
1581,Japan,Iwate,39.72,141.13
1582,Iraq,Al Anbār,33.42,43.3
1584,Ukraine,Sums’ka Oblast’,50.9243,34.7809
1585,United Kingdom,Swansea,51.63,-3.95
1588,Senegal,Thiès,14.8104,-16.93
1591,Nigeria,Benue,7.73,8.53
1593,Nigeria,Niger,9.62,6.55
1594,Poland,Podlaskie,53.1504,23.17
1595,Tanzania,Mbeya,-8.89,33.43
1596,Italy,Sardegna,39.2224,9.104
1608,"Korea, North",P’yŏngbuk,40.0859,124.4213
1616,Ecuador,Azuay,-2.9,-79.0
1622,Bangladesh,Rangpur,25.75,89.28
1629,Burma,Bago,17.32,96.515
1630,Venezuela,Barinas,8.6,-70.25
1633,Philippines,Negros Occidental,10.9587,123.3086
1635,India,Mizoram,23.7104,92.72
1636,Indonesia,Nusa Tenggara Timur,-10.1787,123.583
1638,Ukraine,Zhytomyrs’ka Oblast’,50.2456,28.6622
1642,Ecuador,Tungurahua,-1.2696,-78.62
1644,Iran,Golestān,36.8303,54.48
1645,Algeria,Batna,35.57,6.17
1646,Peru,Tacna,-18.0,-70.25
1648,Philippines,Tacloban,11.2504,125.0
1650,Philippines,Cotabato,7.2169,124.2484
1651,Turkey,Rize,41.0208,40.5219
1652,Peru,Ica,-14.068,-75.7255
1653,Azerbaijan,Sumqayıt,40.58,49.63
1655,Senegal,Kaolack,14.15,-16.1
1656,Russia,Kostromskaya Oblast’,57.77,40.94
1663,Congo (Kinshasa),Équateur,0.04,18.26
1665,Algeria,Sétif,36.18,5.4
1666,Spain,Navarre,42.82,-1.65
1668,Thailand,Ubon Ratchathani,15.25,104.83
1671,Cuba,Guantánamo,20.1453,-75.2061
1672,United Kingdom,Blackpool,53.8304,-3.05
1673,Indonesia,Sulawesi Barat,-3.5336,118.96600000000001
1674,Japan,Yamagata,38.2705,140.32
1676,Turkey,Elazığ,38.68,39.23
1677,Iran,Māzandarān,36.5504,53.1
1684,Nigeria,Gombe,10.2904,11.17
1686,South Africa,Limpopo,-22.95,30.48
1687,Germany,Schleswig-Holstein,54.3304,10.13
1688,Sweden,Skåne,55.5833,13.0333
1694,Congo (Kinshasa),Kasaï,-6.41,20.77
1698,Burma,Taninthayi,12.4541,98.6115
1699,Chile,Araucanía,-38.73,-72.58
1701,Switzerland,Vaud,46.5304,6.65
1703,Russia,Kareliya,61.85,34.28
1704,India,Manipur,24.8,93.95
1707,Turkey,Sivas,39.7454,37.035
1708,Libya,Al Buţnān,32.08,23.96
1710,Austria,Steiermark,47.0778,15.41
1711,Congo (Kinshasa),Maniema,-2.9639,25.91
1713,Kazakhstan,Aqtöbe,50.28,57.17
1714,Argentina,Entre Ríos,-31.7333,-60.5333
1719,Turkey,Balıkesir,39.6504,27.89
1723,Venezuela,Portuguesa,9.5804,-69.2
1728,Turkey,Sakarya,40.8,30.415
1731,Afghanistan,Kunduz,36.728,68.8725
1732,Finland,Pirkanmaa,61.5,23.75
1734,Colombia,Cauca,2.42,-76.61
1735,Thailand,Nonthaburi,13.8337,100.4833
1736,Yemen,Ḩaḑramawt,14.5412,49.1259
1737,Brazil,Acre,-9.9666,-67.8
1739,Eritrea,Debub,14.886,38.8163
1742,Mozambique,Manica,-19.12,33.47
1745,Vietnam,Lâm Đồng,11.9304,108.42
1747,Nigeria,Yobe,11.749,11.966
1749,Côte D’Ivoire,Sassandra-Marahoué,6.89,-6.45
1750,Ukraine,Rivnens’ka Oblast’,50.6166,26.2528
1759,US,Alaska,61.1508,-149.1091
1763,Sudan,North Darfur,13.63,25.35
1764,Ethiopia,Dirē Dawa,9.59,41.86
1769,Thailand,Khon Kaen,16.42,102.83
1770,Tanzania,Morogoro,-6.82,37.66
1773,Cuba,Villa Clara,22.4,-79.9667
1779,Uganda,Arua,3.0204,30.9
1780,Vietnam,Quảng Ngãi,15.1504,108.83
1783,Serbia,Niš,43.3304,21.9
1784,Switzerland,Luzern,47.0504,8.28
1788,Ukraine,Kirovohrads’ka Oblast’,48.5041,32.2603
1790,Zimbabwe,Manicaland,-18.97,32.65
1794,Kyrgyzstan,Jalal-Abad,40.9429,73.0025
1795,Vietnam,Bà Rịa-Vũng Tàu,10.3554,107.085
1796,Japan,Fukui,36.0704,136.22
1798,Hungary,Borsod-Abaúj-Zemplén,48.1004,20.78
1800,United Kingdom,Plymouth,50.3854,-4.16
1801,Thailand,Udon Thani,17.4048,102.7893
1806,Bolivia,Oruro,-17.98,-67.13
1809,Congo (Kinshasa),Kongo Central,-5.8166,13.45
1812,Poland,Podkarpackie,50.0705,22.0
1813,Peru,Puno,-15.5,-70.14
1817,Ukraine,Ternopil’s’ka Oblast’,49.536,25.5821
1821,Vietnam,Bình Dương,10.9691,106.6527
1824,Turkey,Manisa,38.6304,27.44
1825,"Korea, South",Gangwon,37.3551,127.9396
1826,Vietnam,Nam Định,20.42,106.2
1833,Argentina,Neuquén,-38.95,-68.06
1838,Ukraine,Ivano-Frankivs’ka Oblast’,48.9348,24.7094
1841,Philippines,Laguna,14.0696,121.3226
1849,Denmark,Midtjylland,56.1572,10.2107
1853,Burma,Ayeyawady,16.7704,94.75
1856,Bangladesh,Sylhet,24.9036,91.8736
1857,Kazakhstan,Qostanay,53.2209,63.6283
1858,Slovakia,Košický,48.7304,21.25
1860,France,Centre-Val de Loire,47.3804,0.6999
1863,United Kingdom,Luton,51.8804,-0.42
1866,Russia,Sakha (Yakutiya),62.035,129.735
1868,Uzbekistan,Jizzax,40.1004,67.83
1869,Brazil,Tocantins,-10.2377,-48.2878
1870,Brazil,Roraima,2.8161,-60.666000000000004
1874,Somalia,Jubbada Hoose,-0.3566,42.5183
1875,Yemen,Ibb,13.9759,44.1709
1876,Turkmenistan,Lebap,39.11,63.58
1877,Venezuela,Falcón,11.72,-70.21
1880,Mexico,Zacatecas,22.7704,-102.58
1881,El Salvador,Santa Ana,13.9946,-89.5598
1882,Bolivia,El Beni,-13.76,-65.58
1887,Chile,Libertador General Bernardo O’Higgins,-34.17,-70.74
1891,Niger,Maradi,13.4916,7.0964
1892,Romania,Prahova,44.9469,26.0365
1893,Thailand,Nakhon Si Thammarat,8.4,99.97
1900,Cameroon,Adamaoua,7.3204,13.58
1901,Hungary,Hajdú-Bihar,47.5305,21.63
1903,US,New Hampshire,42.7491,-71.491
1905,Russia,Komi,61.66,50.82
1909,Niger,Zinder,13.8,8.9833
1910,Uzbekistan,Qoraqalpog‘iston,42.47,59.615
1911,Germany,Saxony-Anhalt,52.1304,11.62
1912,Algeria,Tlemcen,34.8904,-1.32
1920,Morocco,Drâa-Tafilalet,31.9404,-4.45
1921,Kazakhstan,Soltüstik Qazaqstan,54.88,69.22
1924,Chile,Tarapacá,-20.25,-70.13
1925,"Korea, North",Yanggang,41.3927,128.1927
1926,India,Puducherry,11.935,79.83
1930,Nigeria,Zamfara,12.1704,6.66
1931,Indonesia,Kepulauan Riau,0.9168,104.4714
1932,Thailand,Chon Buri,13.4004,101.0
1934,Burma,Sagaing,22.105,95.15
1936,Russia,Chechnya,43.3187,45.6987
1938,Mali,Sikasso,11.3204,-5.68
1939,Nigeria,Adamawa,10.2703,13.27
1940,Serbia,Novi Sad,45.2504,19.8499
1942,Rwanda,Southern Province,-2.3496,29.74
1943,Algeria,Skikda,36.8804,6.9
1945,Vietnam,Bạc Liêu,9.2804,105.72
1947,Tanzania,Tanga,-5.07,39.09
1952,Turkey,Adıyaman,37.7704,38.2799
1955,Mexico,Colima,19.23,-103.72
1958,Saudi Arabia,Al Ḩudūd ash Shamālīyah,30.99,41.0207
1960,Bosnia And Herzegovina,"Srpska, Republika",44.7804,17.18
1961,Guinea,N’Zérékoré,8.554,-10.151
1965,Argentina,Formosa,-26.1728,-58.1828
1968,Russia,Amurskaya Oblast’,50.2666,127.5333
1971,Philippines,Nueva Ecija,15.5021,120.9617
1973,Mainland China,Tibet,29.645,91.1
1975,Tunisia,Gabès,33.9004,10.1
1976,Afghanistan,Baghlān,36.1393,68.6993
1978,Russia,Novgorodskaya Oblast’,58.5,31.33
1980,Cameroon,Est,4.5804,13.68
1982,Germany,Brandenburg,52.4004,13.07
1983,Dominican Republic,Higuamo,18.4504,-69.3
1987,Uzbekistan,Surxondaryo,38.2772,67.8872
1990,Pakistan,Gilgit-Baltistan,35.9171,74.3
1992,Netherlands,Groningen,53.2204,6.58
1995,Italy,Friuli-Venezia Giulia,45.6504,13.8
1996,Poland,Świętokrzyskie,50.8904,20.66
2000,Nigeria,Imo,5.492999999999999,7.026
2002,Uzbekistan,Navoiy,40.1104,65.355
2003,Croatia,Splitsko-Dalmatinska Županija,43.5204,16.47
2005,Romania,Bihor,47.05,21.92
2006,Ukraine,Volyns’ka Oblast’,50.7472,25.3334
2007,Ecuador,Manabí,-1.06,-80.46
2008,Norway,Hordaland,60.391000000000005,5.3245
2009,Romania,Brăila,45.292,27.969
2012,Ecuador,El Oro,-3.26,-79.96
2013,Cameroon,South-West,4.0304,9.19
2016,Turkey,Kırıkkale,39.8504,33.53
2017,Saudi Arabia,‘Asīr,18.2301,42.5001
2018,Côte D’Ivoire,Bas-Sassandra,4.7704,-6.64
2019,Madagascar,Toamasina,-18.1818,49.405
2021,Vietnam,Thái Bình,20.4503,106.333
2022,Kazakhstan,Batys Qazaqstan,51.2711,51.335
2025,France,Bretagne,48.1,-1.67
2028,Spain,Cantabria,43.3805,-3.8
2030,Algeria,Sidi Bel Abbès,35.1903,-0.64
2031,Iran,Khorāsān-e Shomālī,37.47,57.32
2032,Dominican Republic,Yuma,18.417,-68.9666
2033,Yemen,Ḩajjah,15.6917,43.6021
2035,Angola,Benguela,-12.37,13.5412
2039,Philippines,Ilocos Norte,18.1988,120.5936
2040,Ethiopia,Āmara,11.6001,37.3833
2041,Israel,Southern,31.25,34.83
2043,Austria,Salzburg,47.8105,13.04
2044,Congo (Kinshasa),Tanganyika,-5.9333,29.2
2046,US,Maine,43.6773,-70.2715
2049,Mexico,Campeche,19.83,-90.5
2052,US,North Dakota,46.8653,-96.8292
2053,Portugal,Madeira,32.65,-16.88
2055,Thailand,Lampang,18.2916,99.4813
2058,Panama,Colón,9.365,-79.875
2060,Oman,Z̧ufār,17.0255,54.0852
2062,Cuba,Las Tunas,20.9601,-76.9544
2066,India,Tripura,23.8354,91.28
2067,Germany,Thuringia,50.9701,11.03
2070,Germany,Mecklenburg-Western Pomerania,54.0704,12.15
2073,Benin,Donga,9.7004,1.68
2076,Bangladesh,Barisāl,22.7004,90.375
2077,Algeria,Biskra,34.86,5.73
2081,Russia,Pskovskaya Oblast’,57.83,28.3299
2082,Libya,Al Marqab,32.6604,14.26
