tag,country,province,lat,lng
2087,El Salvador,San Miguel,13.4833,-88.1833
2088,Afghanistan,Helmand,31.583000000000002,64.36
2089,Turkmenistan,Daşoguz,41.84,59.965
2091,Sudan,Al Gedaref,14.04,35.38
2098,Uruguay,Rivera,-30.8996,-55.56
2102,Mauritania,Hodh ech Chargui,16.6171,-7.25
2103,Libya,Az Zāwiyah,32.7604,12.72
2105,Afghanistan,Fāryāb,35.9302,64.7701
2107,Romania,Bacău,46.5784,26.9196
2113,Ukraine,Kyyivs’ka Oblast’,49.7743,30.1309
2114,Canada,Saskatchewan,52.17,-106.67
2115,Turkey,Aydın,37.85,27.85
2121,Congo (Kinshasa),Sud-Ubangi,3.26,19.77
2122,Vietnam,Thanh Hóa,19.82,105.8
2124,Japan,Yamanashi,35.6504,138.5833
2126,Chile,Maule,-35.455,-71.67
2132,Costa Rica,Cartago,9.87,-83.93
2133,Venezuela,Nueva Esparta,10.9604,-63.85
2138,Bulgaria,Burgas,42.5146,27.4746
2147,US,West Virginia,38.4109,-82.4344
2149,Chad,Mayo-Kébbi Est,10.2859,15.3872
2154,Indonesia,Kalimantan Utara,3.3,117.633
2156,United Kingdom,Oxfordshire,51.7704,-1.25
2158,Cuba,Granma,20.3795,-76.6433
2159,Lithuania,Klaipėdos Miestas,55.7204,21.1199
2161,Senegal,Ziguinchor,12.59,-16.29
2167,Yemen,Dhamār,14.5575,44.3875
2168,Venezuela,Trujillo,9.32,-70.62
2170,United Kingdom,Norfolk,52.6304,1.3
2171,Philippines,Butuan,8.9495,125.5436
2175,Mexico,Baja California Sur,24.14,-110.32
2177,United Kingdom,Aberdeen City,57.1704,-2.08
2179,Vietnam,Quảng Bình,17.4833,106.6
2180,Congo (Kinshasa),Lomami,-7.0,23.44
2182,Mozambique,Zambézia,-17.88,36.89
2183,Ireland,Cork,51.8986,-8.4958
2184,Benin,Borgou,9.34,2.62
2185,Argentina,Catamarca,-28.47,-65.78
2189,Algeria,Mostaganem,35.9404,0.09
2193,Hungary,Csongrád,46.2504,20.15
2195,Indonesia,Maluku Utara,0.7929999999999999,127.363
2196,Russia,Kamchatskiy Kray,53.062,158.623
2201,Cuba,Pinar del Río,22.4175,-83.6981
2203,Poland,Warmińsko-Mazurskie,53.8,20.48
2205,Cuba,Cienfuegos,22.1444,-80.4403
2206,Sudan,River Nile,16.6805,33.42
2207,Hungary,Baranya,46.0804,18.22
2211,Sudan,Blue Nile,11.7704,34.35
2212,Chile,Arica y Parinacota,-18.5,-70.29
2216,Turkey,Kütahya,39.42,29.93
2219,Bulgaria,Ruse,43.8537,25.9733
2220,Algeria,Tiaret,35.3804,1.32
2221,Madagascar,Fianarantsoa,-21.4333,47.0833
2223,Georgia,Imereti,42.25,42.73
2224,Philippines,Tarlac,15.4838,120.5834
2226,Turkey,Çorum,40.52,34.95
2227,Zimbabwe,Midlands,-19.45,29.82
2232,Egypt,Al Minūfīyah,30.592,30.9
2234,Kazakhstan,Atyraū,47.1127,51.92
2252,Italy,Calabria,38.115,15.6414
2253,Libya,An Nuqāţ al Khams,32.9344,12.0791
2255,US,South Dakota,43.5397,-96.7321
2262,Bolivia,Potosí,-19.5696,-65.75
2263,Vietnam,Ninh Thuận,11.567,108.9833
2269,Burma,Rakhine State,20.14,92.88
2270,South Africa,North West,-26.88,26.62
2272,Turkmenistan,Mary,37.6,61.8333
2273,Egypt,Shamāl Sīnā’,31.1249,33.8006
2279,Côte D’Ivoire,Savanes,9.46,-5.64
2281,Syria,Ar Raqqah,35.9304,39.02
2283,Algeria,El Oued,33.3704,6.86
2289,Sudan,South Kordofan,11.01,29.7
2291,Hungary,Szabolcs-Szatmár-Bereg,47.9653,21.7187
2295,Russia,Sakhalinskaya Oblast’,46.965,142.74
2296,Algeria,Ouargla,31.97,5.34
2300,Finland,Varsinais-Suomi,60.4539,22.255
2305,Haiti,Sud,18.2004,-73.75
2307,Uganda,Wakiso,0.0604,32.46
2309,Taiwan,Taitung,22.7554,121.14
2311,Ethiopia,Hārerī Hizb,9.32,42.15
2312,Iraq,Al Muthanná,31.3099,45.2803
2315,Chile,Los Lagos,-41.47,-72.93
2320,Lebanon,Liban-Sud,33.563,35.3688
2325,India,Himāchal Pradesh,31.1,77.1666
2326,Norway,Rogaland,58.97,5.68
2327,Ecuador,Esmeraldas,0.9304,-79.67
2328,Equatorial Guinea,Litoral,1.87,9.77
2330,Vietnam,Quảng Ninh,20.9604,107.1
2332,Ecuador,Chimborazo,-1.67,-78.65
2334,Turkey,Isparta,37.77,30.53
2339,Algeria,Tébessa,35.4104,8.12
2340,Serbia,Kragujevac,44.02,20.92
2341,Romania,Argeş,44.8563,24.8758
2342,Croatia,Primorsko-Goranska Županija,45.33,14.45
2343,Algeria,Djelfa,34.68,3.25
2352,Serbia,Čačak,43.8897,20.3301
2353,France,Bourgogne-Franche-Comté,47.3304,5.03
2356,Libya,Al Marj,32.5005,20.83
2358,Indonesia,Papua,-2.533,140.7
2359,Chad,Moyen-Chari,9.15,18.39
2361,Romania,Arad,46.17,21.32
2362,Iran,Būshehr,28.92,50.83
2363,El Salvador,Sonsonate,13.72,-89.73
2377,Philippines,Ormoc,11.0643,124.6075
2380,Russia,Khakasiya,53.7037,91.445
2382,Egypt,Al Qalyūbīyah,30.4667,31.1833
2384,Haiti,Artibonite,19.4504,-72.6832
2388,Peru,Ayacucho,-13.175,-74.22
2391,Trinidad And Tobago,San Fernando,10.2805,-61.4594
2399,Vietnam,Hà Tĩnh,18.3338,105.9
2400,Indonesia,Sulawesi Tenggara,-3.9553,122.5973
2401,South Africa,Northern Cape,-28.7468,24.77
2402,Albania,Elbasan,41.1215,20.0838
2403,Taiwan,Nantou,23.9167,120.6833
2405,Indonesia,Banten,-6.11,106.1496
2408,Nicaragua,León,12.4356,-86.8794
2412,Tanzania,Kigoma,-4.8796,29.61
2413,Czechia,Plzeňský Kraj,49.7404,13.36
2414,Thailand,Phitsanulok,16.8283,100.2729
2416,Philippines,Dagupan,16.0479,120.3408
2417,Greece,Dytikí Elláda,38.23,21.73
2419,Dominican Republic,Cibao Sur,19.2166,-70.5166
2422,Sudan,West Darfur,13.45,22.44
2423,Syria,Ţarţūs,34.8846,35.8866
2425,Argentina,La Rioja,-29.41,-66.85
2433,Colombia,Boyacá,5.5504,-73.37
2434,Chile,Coquimbo,-29.9529,-71.3436
2438,United Arab Emirates,Ra’s al Khaymah,25.7915,55.9428
2440,South Sudan,Upper Nile,9.5369,31.656
2442,Congo (Kinshasa),Mongala,2.19,22.46
2447,Burma,Shan State,20.781999999999996,97.038
2452,Chile,Los Ríos,-39.795,-73.245
2453,Philippines,Zamboanga del Sur,7.853,123.507
2455,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,67.7504,77.52
2458,Bolivia,Tarija,-21.5167,-64.75
2459,Tunisia,Médenine,33.5104,11.1
2460,Uruguay,Maldonado,-34.97,-54.95
2461,United Kingdom,York,53.9704,-1.08
2464,Iraq,Şalāḩ ad Dīn,34.194,43.875
2465,Russia,Adygeya,44.61,40.12
2466,Chad,Ouaddaï,13.84,20.83
2468,Denmark,Syddanmark,55.4004,10.3833
2469,Peru,Huánuco,-9.92,-76.24
2471,Spain,Castille-La Mancha,39.0003,-1.87
2476,Thailand,Surat Thani,9.1501,99.3401
2478,Egypt,Al Baḩr al Aḩmar,27.23,33.83
2479,Congo (Kinshasa),Haut-Uélé,2.76,27.62
2480,Philippines,Puerto Princesa,9.7543,118.7444
2484,Moldova,Stînga Nistrului,46.8531,29.64
2485,Turkey,Afyonkarahisar,38.7504,30.55
2486,Turkey,Zonguldak,41.4304,31.78
2487,Japan,Shimane,35.467,133.0666
2489,Chad,Logone Occidental,8.55,16.09
2491,Ghana,Eastern,6.0904,-0.26
2499,Albania,Shkodër,42.0685,19.5188
2501,Romania,Sibiu,45.7971,24.1371
2502,Georgia,Ajaria,41.6,41.63
2503,Belarus,Minskaya Voblasts’,54.226000000000006,28.4922
2505,Austria,Tirol,47.2804,11.41
2507,Turkey,Ordu,41.0004,37.8699
2511,"Korea, North",Hwangbuk,38.507,125.762
2513,Cambodia,Battambang,13.1,103.2
2515,South Africa,Mpumalanga,-25.7596,29.47
2516,Madagascar,Mahajanga,-15.67,46.345
2520,Thailand,Pathum Thani,14.0171,100.5333
2525,Japan,Tottori,35.5004,134.2333
2526,Dominican Republic,Valdesia,18.416,-70.109
2527,Cyprus,Lemesós,34.6754,33.0333
2542,Iran,Īlām,33.6304,46.43
2543,Turkey,Uşak,38.6804,29.42
2544,Turkey,Mardin,37.075,41.2184
2546,Dominican Republic,Cibao Nordeste,19.3,-70.25
2561,United Kingdom,Dundee City,56.4704,-3.0
2564,Moldova,Bălţi,47.7591,27.9053
2565,Oman,Shamāl al Bāţinah,24.362,56.7344
2568,Ukraine,Zakarpats’ka Oblast’,48.63,22.25
2570,Kenya,Trans Nzoia,1.0305,34.9899
2572,Uzbekistan,Xorazm,41.56,60.64
2574,Taiwan,Yilan,24.75,121.75
2575,Taiwan,Miaoli,24.57,120.82
2576,Uganda,Tororo,0.7104,34.17
2577,Thailand,Pattani,6.864,101.25
2578,Algeria,M’sila,35.7,4.545
2579,Eritrea,Ānseba,15.6804,38.45
2580,Vietnam,Đồng Tháp,10.467,105.63600000000001
2585,Romania,Mureş,46.5582,24.5578
2586,Italy,Umbria,43.1104,12.39
2592,Armenia,Shirak,40.7894,43.8475
2593,Indonesia,Kalimantan Tengah,-2.2096,113.91
2595,New Zealand,Waikato,-37.7783,175.2896
2597,Thailand,Yala,6.5505,101.2851
2599,Senegal,Diourbel,14.6604,-16.24
2600,Algeria,Jijel,36.821999999999996,5.766
2601,Vietnam,Lạng Sơn,21.846,106.757
2602,Thailand,Trang,7.5634,99.60799999999999
2605,Algeria,Médéa,36.2704,2.77
2610,Kazakhstan,Mangghystaū,43.6905,51.1417
2611,Guatemala,El Progreso,14.85,-90.0167
2613,Côte D’Ivoire,Montagnes,7.4004,-7.55
2615,Uganda,Gulu,2.78,32.28
2617,Libya,Al Jabal al Gharbī,32.1704,13.02
2621,Ecuador,Imbabura,0.3604,-78.13
2622,Cuba,Matanzas,23.0415,-81.5775
2625,Tanzania,Tabora,-5.02,32.8
2626,Syria,Dar‘ā,32.625,36.105
2631,Honduras,Atlántida,15.7631,-86.79700000000001
2633,Thailand,Phra Nakhon Si Ayutthaya,14.3588,100.5684
2640,Kenya,Machakos,-1.5095,37.26
2644,Tunisia,Kairouan,35.6804,10.1
2651,Hungary,Fejér,47.1947,18.4081
2658,Algeria,Tizi Ouzou,36.8,4.0333
2659,Egypt,Kafr ash Shaykh,31.109,30.936
2661,Libya,Al Wāḩāt,30.77,20.22
2663,United Kingdom,Suffolk,52.0703,1.17
2665,Bulgaria,Stara Zagora,42.4231,25.6227
2666,Algeria,Béchar,31.6111,-2.23
2673,Vietnam,Gia Lai,13.9833,108.0
2676,Peru,Cajamarca,-7.15,-78.53
2679,Eritrea,Semēnawī K’eyih Bahrī,15.6101,39.45
2680,Albania,Durrës,41.3178,19.4482
2683,Algeria,Saïda,34.8404,0.14
2684,Cuba,Ciego de Ávila,21.84,-78.7619
2688,Netherlands,Gelderland,51.988,5.922999999999999
2689,Thailand,Phuket,7.8765,98.3815
2691,Spain,Melilla,35.3,-2.95
2694,Afghanistan,Ghaznī,33.5633,68.4178
2695,Argentina,Chubut,-45.87,-67.5
2696,Jordan,Al Balqā’,32.0392,35.7272
2697,Guinea,Labé,11.32,-12.3
2706,United Kingdom,Peterborough,52.5804,-0.25
2707,Spain,Extremadura,38.8804,-6.97
2709,Algeria,Bordj Bou Arréridj,36.059,4.63
2711,Tunisia,Bizerte,37.2904,9.855
2716,Burma,Kachin State,25.3596,97.3928
2717,Nicaragua,Mainland Chinandega,12.6304,-87.13
2726,Vietnam,Long An,10.5337,106.4167
2729,Peru,Pasco,-10.69,-76.27
2730,Greece,Kríti,35.325,25.1305
2733,Finland,Pohjois-Pohjanmaa,65.0,25.47
2736,Romania,Maramureş,47.6595,23.5791
2739,Hungary,Győr-Moson-Sopron,47.7004,17.63
2744,Uganda,Lira,2.2604,32.89
2748,Jamaica,Clarendon,17.9666,-77.2333
2750,Algeria,Souk Ahras,36.2904,7.95
2766,Lithuania,Šiaulių Miestas,55.9386,23.325
2769,Colombia,La Guajira,11.5403,-72.91
2770,Tanzania,Mara,-1.4896,33.8
2772,Ethiopia,YeDebub Bihēroch Bihēreseboch na Hizboch,7.06,38.477
2774,Angola,Namibe,-15.19,12.16
2777,Guatemala,Petén,16.2,-89.44
2782,Iran,Semnān,36.4229,54.9629
2783,French Polynesia,Îles du Vent,-17.5334,-149.5667
2784,Canada,Newfoundland and Labrador,47.585,-52.681000000000004
2786,Poland,Opolskie,50.685,17.9313
2787,Vietnam,Trà Vinh,9.934,106.334
2790,Papua New Guinea,Morobe,-6.733,146.99
2794,Romania,Buzău,45.1565,26.8065
2799,Vietnam,Ninh Bình,20.2543,105.975
2801,Colombia,Caquetá,1.6104,-75.62
2802,Colombia,Cundinamarca,4.31,-74.81
2805,Sudan,Sennar,13.55,33.6
2806,Nicaragua,Masaya,11.969000000000001,-86.095
2807,Somalia,Bay,3.12,43.65
2808,Turkey,Tokat,40.306,36.563
2809,Turkey,Erzincan,39.7526,39.4928
2811,Mozambique,Tete,-16.17,33.58
2812,Chile,Atacama,-27.36,-70.34
2814,Iran,Chahār Maḩāl va Bakhtīārī,32.321,50.854
2815,Kazakhstan,Aqmola,53.3,69.42
2816,Syria,Idlib,35.9297,36.6317
2817,Mozambique,Gaza,-25.04,33.64
2818,Congo (Kinshasa),Haut-Lomami,-8.73,25.01
2819,Greece,Thessalía,39.6304,22.42
2821,Turkey,Karabük,41.2,32.6
2822,United Kingdom,Cambridgeshire,52.2004,0.1166
2826,Saudi Arabia,Al Jawf,30.0,40.1333
2830,Libya,Surt,31.21,16.59
2831,Syria,Al Ḩasakah,36.4833,40.75
2832,Libya,Darnah,32.7648,22.6391
2834,Côte D’Ivoire,Gôh-Djiboua,5.8389999999999995,-5.36
2840,India,Andaman and Nicobar Islands,11.667,92.736
2842,Lithuania,Panevėžio Miestas,55.74,24.37
2843,South Sudan,Western Bahr el Ghazal,7.7,27.99
2846,Nigeria,Nasarawa,8.4904,8.52
2848,Cuba,Sancti Spíritus,21.9301,-79.4425
2849,Burma,Magway,21.331999999999997,95.0866
2852,Tunisia,Gafsa,34.4204,8.78
2855,Turkey,Edirne,41.6704,26.57
2856,Tanzania,Ruvuma,-10.68,35.65
2857,Vietnam,Tây Ninh,11.323,106.147
2858,Ecuador,Loja,-3.99,-79.21
2866,Jamaica,Saint James,18.4667,-77.9167
2868,Indonesia,Kepulauan Bangka Belitung,-2.08,106.15
2869,Angola,Malanje,-9.54,16.34
2871,Netherlands,Fryslân,53.2504,5.7834
2872,Angola,Huíla,-14.91,13.49
2874,Indonesia,Papua Barat,-0.8554,131.285
2876,Algeria,Ghardaïa,32.49,3.67
2884,Czechia,Zlínský Kraj,49.2304,17.65
2888,Vietnam,Tiền Giang,10.3504,106.35
2898,Algeria,Guelma,36.466,7.428
2904,Mali,Ségou,13.44,-6.26
2906,Venezuela,Apure,7.9,-67.4699
2909,Netherlands,Limburg,50.853,5.6770000000000005
2911,Turkey,Tekirdağ,40.9909,27.51
2912,Denmark,Nordjylland,57.0337,9.9166
2914,New Zealand,Bay of Plenty,-37.6964,176.1536
2917,US,Montana,45.7889,-108.5509
2919,Turkey,Karaman,37.1815,33.215
2929,Mozambique,Inhambane,-23.866,35.3886
2934,Macedonia,Tetovo,42.0092,20.9701
2938,Bulgaria,Pleven,43.4238,24.6134
2939,Poland,Lubuskie,51.9504,15.5
2940,Sri Lanka,North Central,8.35,80.3833
2949,Portugal,Setúbal,38.53,-8.9
2950,Thailand,Nakhon Pathom,13.818,100.064
2952,Togo,Centrale,8.9905,1.15
2953,Niger,Agadez,16.9959,7.9828
2954,Nigeria,Taraba,8.9004,11.36
2955,New Zealand,Otago,-45.8854,170.49099999999999
2958,Chile,Magallanes y de la Antártica Chilena,-53.165,-70.94
2962,Russia,Leningradskaya Oblast’,60.7039,28.7549
2963,Venezuela,Guárico,8.9304,-67.44
2964,Thailand,Chiang Rai,19.9119,99.8265
2966,Guinea,Kindia,10.06,-12.87
2967,Mali,Gao,16.2666,-0.05
2969,Gabon,Ogooué-Maritime,-0.72,8.78
2978,Guinea,Boké,10.94,-14.3
2980,Russia,Karachayevo-Cherkesiya,44.2904,42.06
2984,Niger,Tahoua,14.9,5.2599
2990,US,Delaware,39.161,-75.5203
2992,Madagascar,Toliara,-23.3568,43.69
2993,Morocco,Guelmim-Oued Noun,28.98,-10.07
2996,Tunisia,Nabeul,36.4603,10.73
2997,Philippines,Cagayan,17.6131,121.7269
3002,Romania,Botoşani,47.7484,26.6597
3011,Angola,Bié,-12.38,16.94
3012,Slovenia,Maribor,46.5405,15.65
3015,Turkey,Siirt,37.944,41.933
3016,Guinea,Kankan,10.39,-9.31
3020,Hungary,Bács-Kiskun,46.9,19.7
3021,Algeria,Laghouat,33.81,2.88
3027,Norway,Akershus,59.9135,11.3472
3033,United Kingdom,Devon,50.7004,-3.53
3036,Kyrgyzstan,Chüy,42.8299,75.2846
3041,Romania,Satu Mare,47.792,22.885
3048,Thailand,Nakhon Sawan,15.7,100.07
3049,Tanzania,Iringa,-7.7696,35.69
3050,Netherlands,Overijssel,52.523999999999994,6.097
3053,Latvia,Daugavpils Novads,55.88,26.51
3056,Argentina,La Pampa,-36.62,-64.3
3058,Somalia,Shabeellaha Dhexe,2.767,45.5166
3064,Turkmenistan,Balkan,39.5124,54.3649
3067,Mozambique,Cabo Delgado,-12.982999999999999,40.5323
3072,Swaziland,Manzini,-26.495,31.388
3077,Algeria,Bouira,36.3805,3.9
3083,Panama,Chiriquí,8.4333,-82.4333
3087,Mozambique,Niassa,-13.3,35.24
3088,Benin,Alibori,11.1304,2.94
3095,Hungary,Vas,47.2253,16.6287
3098,Cambodia,Siem Reap,13.3666,103.85
3099,Hungary,Jász-Nagykun-Szolnok,47.1864,20.1794
3101,Peru,Tumbes,-3.57,-80.46
3103,Nicaragua,Matagalpa,12.9171,-85.9167
3109,Hungary,Somogy,46.367,17.8
3110,Mali,Mopti,14.49,-4.18
3113,US,Vermont,44.4877,-73.2314
3115,Russia,Tyva,51.7067,94.3831
3116,Algeria,Mascara,35.4004,0.14
3118,Nigeria,Kebbi,12.4504,4.1999
3119,Sudan,Western Kordofan,12.6904,28.42
3120,Nicaragua,Estelí,13.09,-86.36
3122,Italy,Trentino-Alto Adige,46.0804,11.12
3124,Guatemala,Escuintla,14.3004,-90.78
3127,Romania,Vâlcea,45.11,24.383000000000003
3130,Tanzania,Shinyanga,-3.6596,33.42
3132,Sweden,Västmanland,59.63,16.54
3134,Laos,Louangphabang,19.8845,102.1416
3140,Czechia,Pardubický Kraj,50.0404,15.76
3141,Thailand,Ratchaburi,13.5419,99.8215
3142,Russia,Kalmykiya,46.3287,44.2087
3147,Taiwan,Yunlin,23.7075,120.5439
3148,Portugal,Coimbra,40.2004,-8.4167
3149,Romania,Mehedinţi,44.6459,22.6659
3162,Romania,Suceava,47.6377,26.2593
3164,Uruguay,Salto,-31.3903,-57.9687
3167,Yemen,Şa‘dah,16.9398,43.8498
3168,Eritrea,Debubawī K’eyih Bahrī,13.01,42.73
3169,Vietnam,Kon Tum,14.3838,107.9833
3171,Switzerland,Ticino,46.0004,8.9667
3174,Vietnam,Hòa Bình,20.8137,105.3383
3175,Nicaragua,Granada,11.9337,-85.95
3177,Saudi Arabia,Jāzān,16.9066,42.5566
3179,Romania,Vrancea,45.6966,27.1865
3191,Thailand,Nong Khai,17.8733,102.7479
3200,Ethiopia,Tigray,14.2804,39.47
3201,Côte D’Ivoire,Comoé,6.7304,-3.49
3206,Congo (Brazzaville),Niari,-4.1796,12.67
3210,Afghanistan,Paktiyā,33.6001,69.2146
3214,Egypt,Maţrūḩ,31.3504,27.23
3218,Vietnam,Vĩnh Long,10.255999999999998,105.964
3222,Paraguay,Amambay,-22.5446,-55.76
3223,Laos,Champasak,15.1221,105.8183
3224,Philippines,Capiz,11.5853,122.7511
3225,Romania,Neamţ,46.94,26.383000000000003
3231,Czechia,Liberecký Kraj,50.8,15.08
3238,Oman,Ad Dākhilīyah,23.2254,56.516999999999996
3246,Czechia,Olomoucký Kraj,49.63,17.25
3250,Armenia,Lorri,40.8128,44.4883
3251,Estonia,Tartumaa,58.3839,26.7099
3255,Algeria,Oum el Bouaghi,35.85,7.15
3261,Italy,Marche,43.6004,13.4999
3262,Tanzania,Kagera,-1.3196,31.8
3267,Libya,Sabhā,27.0333,14.4333
3270,Serbia,Subotica,46.07,19.68
3271,Thailand,Chanthaburi,12.6133,102.0979
3274,Honduras,Choluteca,13.3007,-87.1908
3275,Kenya,Kiambu,-1.0396,37.09
3276,Turkey,Giresun,40.913000000000004,38.39
3277,Kenya,Kericho,-0.3596,35.28
3278,Czechia,Jihočeský Kraj ,48.98,14.46
3279,Finland,Päijät-Häme,60.9939,25.6649
3282,Sweden,Örebro,59.2803,15.22
3284,Finland,Keski-Suomi,62.2603,25.75
3288,Philippines,Misamis Occidental,8.1462,123.8444
3290,Croatia,Brodsko-Posavska Županija,45.1603,18.0156
3291,Malawi,Mangochi,-14.4596,35.27
3292,Tunisia,L’Ariana,36.8667,10.2
3297,Kazakhstan,Ongtüstik Qazaqstan,43.3016,68.2549
3298,Romania,Gorj,45.045,23.274
3301,Iran,Kohgīlūyeh va Bowyer Aḩmad,30.659000000000002,51.593999999999994
3302,Congo (Kinshasa),Ituri,1.5604,30.24
3303,Sweden,Östergötland,58.41,15.6299
3305,Turkey,Bolu,40.7363,31.6061
3306,Tanzania,Mtwara,-10.2696,40.19
3308,Vietnam,Yên Bái,21.705,104.875
3310,Jamaica,Saint Andrew,18.0333,-76.8
3311,Bulgaria,Sliven,42.6794,26.33
3316,Uzbekistan,Sirdaryo,40.4957,68.7907
3318,Russia,Magadanskaya Oblast’,59.575,150.81
3320,Czechia,Královéhradecký Kraj,50.206,15.812000000000001
3322,Croatia,Osječko-Baranjska Županija,45.5504,18.68
3323,Jordan,Al ‘Aqabah,29.526999999999997,35.0777
3324,Ecuador,Cotopaxi,-0.9296,-78.61
3325,Bulgaria,Dobrich,43.5851,27.84
3326,Azerbaijan,Naxçıvan,39.2092,45.4122
3327,Slovakia,Prešovský,48.9997,21.2394
3328,Turkey,Kırşehir,39.141999999999996,34.171
3332,United Arab Emirates,Al Fujayrah,25.1234,56.3375
3335,Czechia,Ústecký Kraj,50.663000000000004,14.081
3337,Kenya,Kilifi,-3.21,40.1
3341,Afghanistan,Jowzjān,36.658,65.7383
3342,United Kingdom,Bath and North East Somerset,51.3837,-2.35
3343,Australia,Northern Territory,-12.4254,130.85
3344,New Caledonia,Province Sud,-22.2625,166.4443
3345,Ghana,Volta,6.6004,0.47
3346,Colombia,Chocó,5.6904,-76.66
3348,Romania,Tulcea,45.1993,28.7967
3355,India,Nāgāland,25.666999999999998,94.1166
3356,Finland,Pohjois-Savo,62.8943,27.6949
3358,Angola,Cabinda,-5.5596,12.19
3364,Turkey,Niğde,37.976,34.694
3366,Norway,Buskerud,59.7572,10.1907
3367,Canada,New Brunswick,46.0833,-64.7667
3368,Austria,Kärnten,46.6203,14.31
3370,Thailand,Phetchaburi,13.1133,99.9412
3372,Dominican Republic,Enriquillo,18.2004,-71.1
3374,Ireland,Limerick,52.6647,-8.6231
3375,Botswana,Francistown,-21.17,27.5
3376,Sweden,Jönköping,57.7713,14.165
3378,Albania,Vlorë,40.4774,19.4982
3379,United Kingdom,Cheshire West and Chester,53.2,-2.92
3381,Senegal,Tambacounda,13.7804,-13.68
3382,Tanzania,Rukwa,-7.9596,31.62
3385,Romania,Dâmboviţa,44.938,25.459
3390,Paraguay,Caaguazú,-25.45,-56.44
3392,Turkey,Yozgat,39.818000000000005,34.815
3396,Turkey,Ağrı,39.7198,43.0513
3397,Philippines,Surigao del Norte,9.7843,125.4888
3398,Turkey,Çanakkale,40.1459,26.4064
3402,Slovakia,Žilinský,49.2198,18.7494
3404,Burkina Faso,Centre-Ouest,12.2505,-2.37
3405,Bulgaria,Shumen,43.27,26.9294
3408,Benin,Mono,6.615,1.715
3411,Mauritania,Dakhlet Nouadhibou,20.9,-17.055999999999997
3412,Rwanda,Northern Province,-1.4996,29.63
3414,Macedonia,Bitola,41.0391,21.3395
3415,Greece,Ípeiros,39.6679,20.8509
3417,Guatemala,Huehuetenango,15.3204,-91.47
3421,Thailand,Chumphon,10.5127,99.1872
3427,Latvia,Liepāja,56.51,21.01
3428,Senegal,Louga,15.6104,-16.25
3429,Costa Rica,Limón,10.0,-83.0333
3431,Laos,Savannakhét,16.5376,104.773
3434,Uganda,Mbarara,-0.5996,30.65
3435,United Kingdom,Derry and Strabane,55.0004,-7.3333
3437,Rwanda,Western Province,-1.6847,29.2629
3438,Benin,Atlantique,6.3604,2.09
3439,Romania,Caraş-Severin,45.297,21.8865
3441,Cambodia,Kampong Cham,12.0004,105.45
3443,Ecuador,Carchi,0.8220000000000001,-77.732
3444,Madagascar,Antsiranana,-12.2765,49.3115
3445,Turkey,Amasya,40.6537,35.833
3448,Turkey,Muş,38.749,41.4969
3449,Thailand,Nan,18.7868,100.7715
3450,Bulgaria,Pernik,42.61,23.0227
3452,New Zealand,Manawatu-Wanganui,-40.3527,175.6072
3453,Guatemala,Chimaltenango,14.662,-90.82
3454,Slovakia,Banskobystrický,48.7333,19.15
3455,Turkey,Kilis,36.7204,37.12
3456,Albania,Fier,40.73,19.573
3458,Ghana,Upper East,10.7904,-0.85
3459,Benin,Zou,7.1904,1.99
3460,Tunisia,Kasserine,35.1804,8.83
3462,Georgia,Abkhazia,43.02,41.02
3466,Romania,Bistriţa-Năsăud,47.138000000000005,24.513
3472,Malawi,Zomba,-15.39,35.31
3473,Benin,Atacora,10.3204,1.39
3474,Australia,Tasmania,-42.85,147.295
3475,Togo,Plateaux,7.53,1.12
3477,Turkey,Bingöl,38.885,40.498000000000005
3482,Jordan,Al Karak,31.1851,35.7047
3483,Lebanon,Nabatîyé,33.3833,35.45
3486,Thailand,Prachin Buri,14.0572,101.3768
3487,Bulgaria,Haskovo,41.9438,25.5633
3488,Mongolia,Orhon,49.0533,104.1183
3494,Uruguay,Paysandú,-32.33,-58.08
3496,Romania,Olt,44.435,24.371
3500,US,Wyoming,41.1405,-104.7927
3503,Spain,Ceuta,35.889,-5.307
3505,Sweden,Västerbotten,63.83,20.24
3506,Lebanon,Béqaa,33.8501,35.9042
3507,Ghana,Upper West,10.0604,-2.5
3510,India,Sikkim,27.3333,88.6166
3513,Turkey,Hakkâri,37.5744,43.7408
3514,Turkey,Kars,40.6085,43.0975
3516,Mali,Kayes,14.45,-11.44
3517,Venezuela,Cojedes,9.658,-68.59
3521,Laos,Khammouan,17.4112,104.8361
3522,Finland,Satakunta,61.4789,21.7749
3523,Venezuela,Yaracuy,10.335999999999999,-68.74600000000001
3524,Thailand,Uttaradit,17.6316,100.0972
3530,Zimbabwe,Masvingo,-20.0596,30.82
3532,Thailand,Sakon Nakhon,17.1679,104.1479
3533,Russia,Yevreyskaya Avtonomnaya Oblast’,48.7974,132.9508
3534,Algeria,Tamanrasset,22.785,5.5228
3536,Ireland,Galway,53.2724,-9.0488
3537,Turkey,Nevşehir,38.624,34.724000000000004
3538,Cambodia,Kampong Chhnang,12.2505,104.6666
3541,United Kingdom,Inverclyde,55.9333,-4.75
3547,Sweden,Värmland,59.3671,13.4999
3548,Cambodia,Prey Veng,11.484000000000002,105.324
3550,Mauritania,Assaba,16.62,-11.4
3551,Afghanistan,Farāh,32.3917,62.0968
3553,Tanzania,Katavi,-6.3596,31.05
